,Date,AQI,Sample_Duration,Pollutant_Type
2585,1999-12-15,70,24 HOUR,88502
2586,1999-12-18,98,24 HOUR,88502
2587,1999-12-22,68,24 HOUR,88502
2588,1999-12-25,57,24 HOUR,88502
2589,1999-12-29,52,24 HOUR,88502
2590,1999-01-06,30,24 HOUR,81102
2591,1999-01-06,30,24 HOUR,81102
2592,1999-01-06,29,24 HOUR,81102
2593,1999-01-12,64,24 HOUR,81102
2594,1999-01-12,64,24 HOUR,81102
2595,1999-01-12,59,24 HOUR,81102
2596,1999-01-18,19,24 HOUR,81102
2597,1999-01-18,20,24 HOUR,81102
2598,1999-01-18,18,24 HOUR,81102
2599,1999-01-24,10,24 HOUR,81102
2600,1999-01-24,11,24 HOUR,81102
2601,1999-01-24,10,24 HOUR,81102
2602,1999-01-30,50,24 HOUR,81102
2603,1999-01-30,51,24 HOUR,81102
2604,1999-01-30,44,24 HOUR,81102
2605,1999-02-05,58,24 HOUR,81102
2606,1999-02-05,58,24 HOUR,81102
2607,1999-02-05,56,24 HOUR,81102
2608,1999-02-17,30,24 HOUR,81102
2609,1999-02-17,30,24 HOUR,81102
2610,1999-02-17,29,24 HOUR,81102
2611,1999-02-20,27,24 HOUR,81102
2612,1999-02-20,28,24 HOUR,81102
2613,1999-02-23,26,24 HOUR,81102
2614,1999-02-23,26,24 HOUR,81102
2615,1999-02-23,27,24 HOUR,81102
2616,1999-03-01,32,24 HOUR,81102
2617,1999-03-01,32,24 HOUR,81102
2618,1999-03-01,31,24 HOUR,81102
2619,1999-03-07,25,24 HOUR,81102
2620,1999-03-07,25,24 HOUR,81102
2621,1999-03-07,24,24 HOUR,81102
2622,1999-03-13,31,24 HOUR,81102
2623,1999-03-13,31,24 HOUR,81102
2624,1999-03-13,25,24 HOUR,81102
2625,1999-03-19,26,24 HOUR,81102
2626,1999-03-19,26,24 HOUR,81102
2627,1999-03-19,22,24 HOUR,81102
2628,1999-03-25,12,24 HOUR,81102
2629,1999-03-25,12,24 HOUR,81102
2630,1999-03-25,19,24 HOUR,81102
2631,1999-03-31,12,24 HOUR,81102
2632,1999-03-31,12,24 HOUR,81102
2633,1999-03-31,11,24 HOUR,81102
2634,1999-04-06,7,24 HOUR,81102
2635,1999-04-06,7,24 HOUR,81102
2636,1999-04-06,6,24 HOUR,81102
2637,1999-04-12,14,24 HOUR,81102
2638,1999-04-12,15,24 HOUR,81102
2639,1999-04-12,13,24 HOUR,81102
2640,1999-04-18,28,24 HOUR,81102
2641,1999-04-18,29,24 HOUR,81102
2642,1999-04-18,21,24 HOUR,81102
2643,1999-04-24,23,24 HOUR,81102
2644,1999-04-24,24,24 HOUR,81102
2645,1999-04-24,20,24 HOUR,81102
2646,1999-04-30,31,24 HOUR,81102
2647,1999-04-30,31,24 HOUR,81102
2648,1999-05-06,46,24 HOUR,81102
2649,1999-05-06,46,24 HOUR,81102
2650,1999-05-06,26,24 HOUR,81102
2651,1999-05-12,44,24 HOUR,81102
2652,1999-05-12,50,24 HOUR,81102
2653,1999-05-12,22,24 HOUR,81102
2654,1999-05-18,36,24 HOUR,81102
2655,1999-05-18,40,24 HOUR,81102
2656,1999-05-18,29,24 HOUR,81102
2657,1999-05-24,53,24 HOUR,81102
2658,1999-05-24,53,24 HOUR,81102
2659,1999-05-24,49,24 HOUR,81102
2660,1999-05-30,31,24 HOUR,81102
2661,1999-05-30,31,24 HOUR,81102
2662,1999-05-30,28,24 HOUR,81102
2663,1999-06-05,32,24 HOUR,81102
2664,1999-06-05,31,24 HOUR,81102
2665,1999-06-05,30,24 HOUR,81102
2666,1999-06-11,44,24 HOUR,81102
2667,1999-06-11,44,24 HOUR,81102
2668,1999-06-11,40,24 HOUR,81102
2669,1999-06-17,44,24 HOUR,81102
2670,1999-06-17,36,24 HOUR,81102
2671,1999-06-17,41,24 HOUR,81102
2672,1999-06-23,51,24 HOUR,81102
2673,1999-06-23,51,24 HOUR,81102
2674,1999-06-23,40,24 HOUR,81102
2675,1999-06-29,51,24 HOUR,81102
2676,1999-06-29,51,24 HOUR,81102
2677,1999-06-29,46,24 HOUR,81102
2678,1999-07-05,44,24 HOUR,81102
2679,1999-07-05,44,24 HOUR,81102
2680,1999-07-05,39,24 HOUR,81102
2681,1999-07-11,51,24 HOUR,81102
2682,1999-07-11,50,24 HOUR,81102
2683,1999-07-11,44,24 HOUR,81102
2684,1999-07-17,37,24 HOUR,81102
2685,1999-07-17,39,24 HOUR,81102
2686,1999-07-17,32,24 HOUR,81102
2687,1999-07-29,42,24 HOUR,81102
2688,1999-07-29,44,24 HOUR,81102
2689,1999-07-29,40,24 HOUR,81102
2690,1999-08-04,34,24 HOUR,81102
2691,1999-08-04,34,24 HOUR,81102
2692,1999-08-04,25,24 HOUR,81102
2693,1999-08-10,29,24 HOUR,81102
2694,1999-08-10,40,24 HOUR,81102
2695,1999-08-10,36,24 HOUR,81102
2696,1999-08-16,37,24 HOUR,81102
2697,1999-08-16,52,24 HOUR,81102
2698,1999-08-16,49,24 HOUR,81102
2699,1999-08-22,50,24 HOUR,81102
2700,1999-08-22,51,24 HOUR,81102
2701,1999-08-22,44,24 HOUR,81102
2702,1999-08-28,53,24 HOUR,81102
2703,1999-08-28,53,24 HOUR,81102
2704,1999-08-28,46,24 HOUR,81102
2705,1999-09-03,56,24 HOUR,81102
2706,1999-09-03,56,24 HOUR,81102
2707,1999-09-03,51,24 HOUR,81102
2708,1999-09-09,59,24 HOUR,81102
2709,1999-09-09,60,24 HOUR,81102
2710,1999-09-09,55,24 HOUR,81102
2711,1999-09-21,70,24 HOUR,81102
2712,1999-09-21,71,24 HOUR,81102
2713,1999-09-21,66,24 HOUR,81102
2714,1999-09-27,75,24 HOUR,81102
2715,1999-09-27,77,24 HOUR,81102
2716,1999-09-27,70,24 HOUR,81102
2717,1999-10-03,59,24 HOUR,81102
2718,1999-10-03,60,24 HOUR,81102
2719,1999-10-03,53,24 HOUR,81102
2720,1999-10-09,53,24 HOUR,81102
2721,1999-10-09,54,24 HOUR,81102
2722,1999-10-09,49,24 HOUR,81102
2723,1999-10-15,74,24 HOUR,81102
2724,1999-10-15,74,24 HOUR,81102
2725,1999-10-15,67,24 HOUR,81102
2726,1999-10-21,84,24 HOUR,81102
2727,1999-10-21,86,24 HOUR,81102
2728,1999-10-21,54,24 HOUR,81102
2729,1999-10-27,78,24 HOUR,81102
2730,1999-10-27,81,24 HOUR,81102
2731,1999-10-27,73,24 HOUR,81102
2732,1999-11-02,72,24 HOUR,81102
2733,1999-11-02,74,24 HOUR,81102
2734,1999-11-02,68,24 HOUR,81102
2735,1999-11-08,18,24 HOUR,81102
2736,1999-11-08,18,24 HOUR,81102
2737,1999-11-08,15,24 HOUR,81102
2738,1999-11-14,91,24 HOUR,81102
2739,1999-11-14,92,24 HOUR,81102
2740,1999-11-14,85,24 HOUR,81102
2741,1999-11-20,22,24 HOUR,81102
2742,1999-11-20,22,24 HOUR,81102
2743,1999-11-20,22,24 HOUR,81102
2744,1999-11-26,77,24 HOUR,81102
2745,1999-11-26,78,24 HOUR,81102
2746,1999-11-26,73,24 HOUR,81102
2747,1999-12-02,43,24 HOUR,81102
2748,1999-12-02,43,24 HOUR,81102
2749,1999-12-02,40,24 HOUR,81102
2750,1999-12-08,51,24 HOUR,81102
2751,1999-12-08,52,24 HOUR,81102
2752,1999-12-08,45,24 HOUR,81102
2753,1999-12-14,48,24 HOUR,81102
2754,1999-12-14,49,24 HOUR,81102
2755,1999-12-14,44,24 HOUR,81102
2756,1999-12-20,94,24 HOUR,81102
2757,1999-12-20,99,24 HOUR,81102
2758,1999-12-20,90,24 HOUR,81102
2759,1999-12-26,74,24 HOUR,81102
2760,1999-12-26,74,24 HOUR,81102
2761,1999-02-11,22,24 HOUR,81102
2762,1999-02-11,20,24 HOUR,81102
2763,1999-07-23,54,24 HOUR,81102
2764,1999-07-23,51,24 HOUR,81102
2765,1999-09-15,62,24 HOUR,81102
2766,1999-09-15,59,24 HOUR,81102
2767,1999-05-15,21,24 HOUR,81102
2768,1999-01-03,102,24 HOUR,88101
2769,1999-01-03,102,24 HOUR,88101
2770,1999-01-03,102,24 HOUR,88101
2771,1999-01-03,102,24 HOUR,88101
2772,1999-01-03,102,24 HOUR,88101
2773,1999-01-03,102,24 HOUR,88101
2774,1999-01-09,157,24 HOUR,88101
2775,1999-01-09,157,24 HOUR,88101
2776,1999-01-09,157,24 HOUR,88101
2777,1999-01-09,157,24 HOUR,88101
2778,1999-01-09,157,24 HOUR,88101
2779,1999-01-09,157,24 HOUR,88101
2780,1999-01-15,181,24 HOUR,88101
2781,1999-01-15,181,24 HOUR,88101
2782,1999-01-15,181,24 HOUR,88101
2783,1999-01-15,181,24 HOUR,88101
2784,1999-01-15,181,24 HOUR,88101
2785,1999-01-15,181,24 HOUR,88101
2786,1999-01-18,66,24 HOUR,88101
2787,1999-01-18,66,24 HOUR,88101
2788,1999-01-18,66,24 HOUR,88101
2789,1999-01-18,66,24 HOUR,88101
2790,1999-01-18,66,24 HOUR,88101
2791,1999-01-18,66,24 HOUR,88101
2792,1999-01-21,59,24 HOUR,88101
2793,1999-01-21,59,24 HOUR,88101
2794,1999-01-21,59,24 HOUR,88101
2795,1999-01-21,59,24 HOUR,88101
2796,1999-01-21,59,24 HOUR,88101
2797,1999-01-21,59,24 HOUR,88101
2798,1999-01-27,82,24 HOUR,88101
2799,1999-01-27,82,24 HOUR,88101
2800,1999-01-27,82,24 HOUR,88101
2801,1999-01-27,82,24 HOUR,88101
2802,1999-01-27,82,24 HOUR,88101
2803,1999-01-27,82,24 HOUR,88101
2804,1999-01-30,137,24 HOUR,88101
2805,1999-01-30,137,24 HOUR,88101
2806,1999-01-30,137,24 HOUR,88101
2807,1999-01-30,137,24 HOUR,88101
2808,1999-01-30,137,24 HOUR,88101
2809,1999-01-30,137,24 HOUR,88101
2810,1999-02-02,112,24 HOUR,88101
2811,1999-02-02,112,24 HOUR,88101
2812,1999-02-02,112,24 HOUR,88101
2813,1999-02-02,112,24 HOUR,88101
2814,1999-02-02,112,24 HOUR,88101
2815,1999-02-02,112,24 HOUR,88101
2816,1999-02-05,159,24 HOUR,88101
2817,1999-02-05,159,24 HOUR,88101
2818,1999-02-05,159,24 HOUR,88101
2819,1999-02-05,159,24 HOUR,88101
2820,1999-02-05,159,24 HOUR,88101
2821,1999-02-05,159,24 HOUR,88101
2822,1999-02-08,38,24 HOUR,88101
2823,1999-02-08,38,24 HOUR,88101
2824,1999-02-08,38,24 HOUR,88101
2825,1999-02-08,38,24 HOUR,88101
2826,1999-02-08,38,24 HOUR,88101
2827,1999-02-08,38,24 HOUR,88101
2828,1999-02-11,68,24 HOUR,88101
2829,1999-02-11,68,24 HOUR,88101
2830,1999-02-11,68,24 HOUR,88101
2831,1999-02-11,68,24 HOUR,88101
2832,1999-02-11,68,24 HOUR,88101
2833,1999-02-11,68,24 HOUR,88101
2834,1999-02-14,110,24 HOUR,88101
2835,1999-02-14,110,24 HOUR,88101
2836,1999-02-14,110,24 HOUR,88101
2837,1999-02-14,110,24 HOUR,88101
2838,1999-02-14,110,24 HOUR,88101
2839,1999-02-14,110,24 HOUR,88101
2840,1999-02-17,89,24 HOUR,88101
2841,1999-02-17,89,24 HOUR,88101
2842,1999-02-17,89,24 HOUR,88101
2843,1999-02-17,89,24 HOUR,88101
2844,1999-02-17,89,24 HOUR,88101
2845,1999-02-17,89,24 HOUR,88101
2846,1999-02-20,78,24 HOUR,88101
2847,1999-02-20,78,24 HOUR,88101
2848,1999-02-20,78,24 HOUR,88101
2849,1999-02-20,78,24 HOUR,88101
2850,1999-02-20,78,24 HOUR,88101
2851,1999-02-20,78,24 HOUR,88101
2852,1999-02-23,82,24 HOUR,88101
2853,1999-02-23,82,24 HOUR,88101
2854,1999-02-23,82,24 HOUR,88101
2855,1999-02-23,82,24 HOUR,88101
2856,1999-02-23,82,24 HOUR,88101
2857,1999-02-23,82,24 HOUR,88101
2858,1999-03-01,89,24 HOUR,88101
2859,1999-03-01,89,24 HOUR,88101
2860,1999-03-01,89,24 HOUR,88101
2861,1999-03-01,89,24 HOUR,88101
2862,1999-03-01,89,24 HOUR,88101
2863,1999-03-01,89,24 HOUR,88101
2864,1999-03-04,46,24 HOUR,88101
2865,1999-03-04,46,24 HOUR,88101
2866,1999-03-04,46,24 HOUR,88101
2867,1999-03-04,46,24 HOUR,88101
2868,1999-03-04,46,24 HOUR,88101
2869,1999-03-04,46,24 HOUR,88101
2870,1999-03-07,68,24 HOUR,88101
2871,1999-03-07,68,24 HOUR,88101
2872,1999-03-07,68,24 HOUR,88101
2873,1999-03-07,68,24 HOUR,88101
2874,1999-03-07,68,24 HOUR,88101
2875,1999-03-07,68,24 HOUR,88101
2876,1999-03-10,59,24 HOUR,88101
2877,1999-03-10,59,24 HOUR,88101
2878,1999-03-10,59,24 HOUR,88101
2879,1999-03-10,59,24 HOUR,88101
2880,1999-03-10,59,24 HOUR,88101
2881,1999-03-10,59,24 HOUR,88101
2882,1999-03-13,68,24 HOUR,88101
2883,1999-03-13,68,24 HOUR,88101
2884,1999-03-13,68,24 HOUR,88101
2885,1999-03-13,68,24 HOUR,88101
2886,1999-03-13,68,24 HOUR,88101
2887,1999-03-13,68,24 HOUR,88101
2888,1999-03-16,50,24 HOUR,88101
2889,1999-03-16,50,24 HOUR,88101
2890,1999-03-16,50,24 HOUR,88101
2891,1999-03-16,50,24 HOUR,88101
2892,1999-03-16,50,24 HOUR,88101
2893,1999-03-16,50,24 HOUR,88101
2894,1999-03-19,55,24 HOUR,88101
2895,1999-03-19,55,24 HOUR,88101
2896,1999-03-19,55,24 HOUR,88101
2897,1999-03-19,55,24 HOUR,88101
2898,1999-03-19,55,24 HOUR,88101
2899,1999-03-19,55,24 HOUR,88101
2900,1999-03-22,55,24 HOUR,88101
2901,1999-03-22,55,24 HOUR,88101
2902,1999-03-22,55,24 HOUR,88101
2903,1999-03-22,55,24 HOUR,88101
2904,1999-03-22,55,24 HOUR,88101
2905,1999-03-22,55,24 HOUR,88101
2906,1999-03-25,38,24 HOUR,88101
2907,1999-03-25,38,24 HOUR,88101
2908,1999-03-25,38,24 HOUR,88101
2909,1999-03-25,38,24 HOUR,88101
2910,1999-03-25,38,24 HOUR,88101
2911,1999-03-25,38,24 HOUR,88101
2912,1999-03-28,55,24 HOUR,88101
2913,1999-03-28,55,24 HOUR,88101
2914,1999-03-28,55,24 HOUR,88101
2915,1999-03-28,55,24 HOUR,88101
2916,1999-03-28,55,24 HOUR,88101
2917,1999-03-28,55,24 HOUR,88101
2918,1999-03-31,33,24 HOUR,88101
2919,1999-03-31,33,24 HOUR,88101
2920,1999-03-31,33,24 HOUR,88101
2921,1999-03-31,33,24 HOUR,88101
2922,1999-03-31,33,24 HOUR,88101
2923,1999-03-31,33,24 HOUR,88101
2924,1999-04-01,42,24 HOUR,88101
2925,1999-04-01,42,24 HOUR,88101
2926,1999-04-01,42,24 HOUR,88101
2927,1999-04-01,42,24 HOUR,88101
2928,1999-04-01,42,24 HOUR,88101
2929,1999-04-01,42,24 HOUR,88101
2930,1999-04-02,50,24 HOUR,88101
2931,1999-04-02,50,24 HOUR,88101
2932,1999-04-02,50,24 HOUR,88101
2933,1999-04-02,50,24 HOUR,88101
2934,1999-04-02,50,24 HOUR,88101
2935,1999-04-02,50,24 HOUR,88101
2936,1999-04-03,53,24 HOUR,88101
2937,1999-04-03,53,24 HOUR,88101
2938,1999-04-03,53,24 HOUR,88101
2939,1999-04-03,53,24 HOUR,88101
2940,1999-04-03,53,24 HOUR,88101
2941,1999-04-03,53,24 HOUR,88101
2942,1999-04-04,29,24 HOUR,88101
2943,1999-04-04,29,24 HOUR,88101
2944,1999-04-04,29,24 HOUR,88101
2945,1999-04-04,29,24 HOUR,88101
2946,1999-04-04,29,24 HOUR,88101
2947,1999-04-04,29,24 HOUR,88101
2948,1999-04-05,42,24 HOUR,88101
2949,1999-04-05,42,24 HOUR,88101
2950,1999-04-05,42,24 HOUR,88101
2951,1999-04-05,42,24 HOUR,88101
2952,1999-04-05,42,24 HOUR,88101
2953,1999-04-05,42,24 HOUR,88101
2954,1999-04-06,21,24 HOUR,88101
2955,1999-04-06,21,24 HOUR,88101
2956,1999-04-06,21,24 HOUR,88101
2957,1999-04-06,21,24 HOUR,88101
2958,1999-04-06,21,24 HOUR,88101
2959,1999-04-06,21,24 HOUR,88101
2960,1999-04-07,17,24 HOUR,88101
2961,1999-04-07,17,24 HOUR,88101
2962,1999-04-07,17,24 HOUR,88101
2963,1999-04-07,17,24 HOUR,88101
2964,1999-04-07,17,24 HOUR,88101
2965,1999-04-07,17,24 HOUR,88101
2966,1999-04-08,25,24 HOUR,88101
2967,1999-04-08,25,24 HOUR,88101
2968,1999-04-08,25,24 HOUR,88101
2969,1999-04-08,25,24 HOUR,88101
2970,1999-04-08,25,24 HOUR,88101
2971,1999-04-08,25,24 HOUR,88101
2972,1999-04-09,29,24 HOUR,88101
2973,1999-04-09,29,24 HOUR,88101
2974,1999-04-09,29,24 HOUR,88101
2975,1999-04-09,29,24 HOUR,88101
2976,1999-04-09,29,24 HOUR,88101
2977,1999-04-09,29,24 HOUR,88101
2978,1999-04-18,55,24 HOUR,88101
2979,1999-04-18,55,24 HOUR,88101
2980,1999-04-18,55,24 HOUR,88101
2981,1999-04-18,55,24 HOUR,88101
2982,1999-04-18,55,24 HOUR,88101
2983,1999-04-18,55,24 HOUR,88101
2984,1999-05-04,53,24 HOUR,88101
2985,1999-05-04,53,24 HOUR,88101
2986,1999-05-04,53,24 HOUR,88101
2987,1999-05-04,53,24 HOUR,88101
2988,1999-05-04,53,24 HOUR,88101
2989,1999-05-04,53,24 HOUR,88101
2990,1999-05-05,66,24 HOUR,88101
2991,1999-05-05,66,24 HOUR,88101
2992,1999-05-05,66,24 HOUR,88101
2993,1999-05-05,66,24 HOUR,88101
2994,1999-05-05,66,24 HOUR,88101
2995,1999-05-05,66,24 HOUR,88101
2996,1999-05-06,66,24 HOUR,88101
2997,1999-05-06,66,24 HOUR,88101
2998,1999-05-06,66,24 HOUR,88101
2999,1999-05-06,66,24 HOUR,88101
3000,1999-05-06,66,24 HOUR,88101
3001,1999-05-06,66,24 HOUR,88101
3002,1999-05-09,38,24 HOUR,88101
3003,1999-05-09,38,24 HOUR,88101
3004,1999-05-09,38,24 HOUR,88101
3005,1999-05-09,38,24 HOUR,88101
3006,1999-05-09,38,24 HOUR,88101
3007,1999-05-09,38,24 HOUR,88101
3008,1999-05-12,57,24 HOUR,88101
3009,1999-05-12,57,24 HOUR,88101
3010,1999-05-12,57,24 HOUR,88101
3011,1999-05-12,57,24 HOUR,88101
3012,1999-05-12,57,24 HOUR,88101
3013,1999-05-12,57,24 HOUR,88101
3014,1999-05-15,29,24 HOUR,88101
3015,1999-05-15,29,24 HOUR,88101
3016,1999-05-15,29,24 HOUR,88101
3017,1999-05-15,29,24 HOUR,88101
3018,1999-05-15,29,24 HOUR,88101
3019,1999-05-15,29,24 HOUR,88101
3020,1999-05-18,42,24 HOUR,88101
3021,1999-05-18,42,24 HOUR,88101
3022,1999-05-18,42,24 HOUR,88101
3023,1999-05-18,42,24 HOUR,88101
3024,1999-05-18,42,24 HOUR,88101
3025,1999-05-18,42,24 HOUR,88101
3026,1999-05-21,55,24 HOUR,88101
3027,1999-05-21,55,24 HOUR,88101
3028,1999-05-21,55,24 HOUR,88101
3029,1999-05-21,55,24 HOUR,88101
3030,1999-05-21,55,24 HOUR,88101
3031,1999-05-21,55,24 HOUR,88101
3032,1999-05-24,70,24 HOUR,88101
3033,1999-05-24,70,24 HOUR,88101
3034,1999-05-24,70,24 HOUR,88101
3035,1999-05-24,70,24 HOUR,88101
3036,1999-05-24,70,24 HOUR,88101
3037,1999-05-24,70,24 HOUR,88101
3038,1999-05-27,63,24 HOUR,88101
3039,1999-05-27,63,24 HOUR,88101
3040,1999-05-27,63,24 HOUR,88101
3041,1999-05-27,63,24 HOUR,88101
3042,1999-05-27,63,24 HOUR,88101
3043,1999-05-27,63,24 HOUR,88101
3044,1999-06-02,33,24 HOUR,88101
3045,1999-06-02,33,24 HOUR,88101
3046,1999-06-02,33,24 HOUR,88101
3047,1999-06-02,33,24 HOUR,88101
3048,1999-06-02,33,24 HOUR,88101
3049,1999-06-02,33,24 HOUR,88101
3050,1999-06-05,59,24 HOUR,88101
3051,1999-06-05,59,24 HOUR,88101
3052,1999-06-05,59,24 HOUR,88101
3053,1999-06-05,59,24 HOUR,88101
3054,1999-06-05,59,24 HOUR,88101
3055,1999-06-05,59,24 HOUR,88101
3056,1999-06-08,33,24 HOUR,88101
3057,1999-06-08,33,24 HOUR,88101
3058,1999-06-08,33,24 HOUR,88101
3059,1999-06-08,33,24 HOUR,88101
3060,1999-06-08,33,24 HOUR,88101
3061,1999-06-08,33,24 HOUR,88101
3062,1999-06-11,55,24 HOUR,88101
3063,1999-06-11,55,24 HOUR,88101
3064,1999-06-11,55,24 HOUR,88101
3065,1999-06-11,55,24 HOUR,88101
3066,1999-06-11,55,24 HOUR,88101
3067,1999-06-11,55,24 HOUR,88101
3068,1999-06-14,46,24 HOUR,88101
3069,1999-06-14,46,24 HOUR,88101
3070,1999-06-14,46,24 HOUR,88101
3071,1999-06-14,46,24 HOUR,88101
3072,1999-06-14,46,24 HOUR,88101
3073,1999-06-14,46,24 HOUR,88101
3074,1999-06-17,57,24 HOUR,88101
3075,1999-06-17,57,24 HOUR,88101
3076,1999-06-17,57,24 HOUR,88101
3077,1999-06-17,57,24 HOUR,88101
3078,1999-06-17,57,24 HOUR,88101
3079,1999-06-17,57,24 HOUR,88101
3080,1999-06-20,50,24 HOUR,88101
3081,1999-06-20,50,24 HOUR,88101
3082,1999-06-20,50,24 HOUR,88101
3083,1999-06-20,50,24 HOUR,88101
3084,1999-06-20,50,24 HOUR,88101
3085,1999-06-20,50,24 HOUR,88101
3086,1999-06-22,57,24 HOUR,88101
3087,1999-06-22,57,24 HOUR,88101
3088,1999-06-22,57,24 HOUR,88101
3089,1999-06-22,57,24 HOUR,88101
3090,1999-06-22,57,24 HOUR,88101
3091,1999-06-22,57,24 HOUR,88101
3092,1999-06-23,61,24 HOUR,88101
3093,1999-06-23,61,24 HOUR,88101
3094,1999-06-23,61,24 HOUR,88101
3095,1999-06-23,61,24 HOUR,88101
3096,1999-06-23,61,24 HOUR,88101
3097,1999-06-23,61,24 HOUR,88101
3098,1999-06-26,46,24 HOUR,88101
3099,1999-06-26,46,24 HOUR,88101
3100,1999-06-26,46,24 HOUR,88101
3101,1999-06-26,46,24 HOUR,88101
3102,1999-06-26,46,24 HOUR,88101
3103,1999-06-26,46,24 HOUR,88101
3104,1999-06-29,59,24 HOUR,88101
3105,1999-06-29,59,24 HOUR,88101
3106,1999-06-29,59,24 HOUR,88101
3107,1999-06-29,59,24 HOUR,88101
3108,1999-06-29,59,24 HOUR,88101
3109,1999-06-29,59,24 HOUR,88101
3110,1999-07-02,50,24 HOUR,88101
3111,1999-07-02,50,24 HOUR,88101
3112,1999-07-02,50,24 HOUR,88101
3113,1999-07-02,50,24 HOUR,88101
3114,1999-07-02,50,24 HOUR,88101
3115,1999-07-02,50,24 HOUR,88101
3116,1999-07-05,59,24 HOUR,88101
3117,1999-07-05,59,24 HOUR,88101
3118,1999-07-05,59,24 HOUR,88101
3119,1999-07-05,59,24 HOUR,88101
3120,1999-07-05,59,24 HOUR,88101
3121,1999-07-05,59,24 HOUR,88101
3122,1999-07-08,61,24 HOUR,88101
3123,1999-07-08,61,24 HOUR,88101
3124,1999-07-08,61,24 HOUR,88101
3125,1999-07-08,61,24 HOUR,88101
3126,1999-07-08,61,24 HOUR,88101
3127,1999-07-08,61,24 HOUR,88101
3128,1999-07-11,66,24 HOUR,88101
3129,1999-07-11,66,24 HOUR,88101
3130,1999-07-11,66,24 HOUR,88101
3131,1999-07-11,66,24 HOUR,88101
3132,1999-07-11,66,24 HOUR,88101
3133,1999-07-11,66,24 HOUR,88101
3134,1999-07-14,55,24 HOUR,88101
3135,1999-07-14,55,24 HOUR,88101
3136,1999-07-14,55,24 HOUR,88101
3137,1999-07-14,55,24 HOUR,88101
3138,1999-07-14,55,24 HOUR,88101
3139,1999-07-14,55,24 HOUR,88101
3140,1999-07-17,46,24 HOUR,88101
3141,1999-07-17,46,24 HOUR,88101
3142,1999-07-17,46,24 HOUR,88101
3143,1999-07-17,46,24 HOUR,88101
3144,1999-07-17,46,24 HOUR,88101
3145,1999-07-17,46,24 HOUR,88101
3146,1999-07-23,66,24 HOUR,88101
3147,1999-07-23,66,24 HOUR,88101
3148,1999-07-23,66,24 HOUR,88101
3149,1999-07-23,66,24 HOUR,88101
3150,1999-07-23,66,24 HOUR,88101
3151,1999-07-23,66,24 HOUR,88101
3152,1999-07-27,55,24 HOUR,88101
3153,1999-07-27,55,24 HOUR,88101
3154,1999-07-27,55,24 HOUR,88101
3155,1999-07-27,55,24 HOUR,88101
3156,1999-07-27,55,24 HOUR,88101
3157,1999-07-27,55,24 HOUR,88101
3158,1999-07-29,38,24 HOUR,88101
3159,1999-07-29,38,24 HOUR,88101
3160,1999-07-29,38,24 HOUR,88101
3161,1999-07-29,38,24 HOUR,88101
3162,1999-07-29,38,24 HOUR,88101
3163,1999-07-29,38,24 HOUR,88101
3164,1999-08-01,29,24 HOUR,88101
3165,1999-08-01,29,24 HOUR,88101
3166,1999-08-01,29,24 HOUR,88101
3167,1999-08-01,29,24 HOUR,88101
3168,1999-08-01,29,24 HOUR,88101
3169,1999-08-01,29,24 HOUR,88101
3170,1999-08-04,38,24 HOUR,88101
3171,1999-08-04,38,24 HOUR,88101
3172,1999-08-04,38,24 HOUR,88101
3173,1999-08-04,38,24 HOUR,88101
3174,1999-08-04,38,24 HOUR,88101
3175,1999-08-04,38,24 HOUR,88101
3176,1999-08-07,38,24 HOUR,88101
3177,1999-08-07,38,24 HOUR,88101
3178,1999-08-07,38,24 HOUR,88101
3179,1999-08-07,38,24 HOUR,88101
3180,1999-08-07,38,24 HOUR,88101
3181,1999-08-07,38,24 HOUR,88101
3182,1999-08-10,46,24 HOUR,88101
3183,1999-08-10,46,24 HOUR,88101
3184,1999-08-10,46,24 HOUR,88101
3185,1999-08-10,46,24 HOUR,88101
3186,1999-08-10,46,24 HOUR,88101
3187,1999-08-10,46,24 HOUR,88101
3188,1999-08-13,46,24 HOUR,88101
3189,1999-08-13,46,24 HOUR,88101
3190,1999-08-13,46,24 HOUR,88101
3191,1999-08-13,46,24 HOUR,88101
3192,1999-08-13,46,24 HOUR,88101
3193,1999-08-13,46,24 HOUR,88101
3194,1999-08-16,53,24 HOUR,88101
3195,1999-08-16,53,24 HOUR,88101
3196,1999-08-16,53,24 HOUR,88101
3197,1999-08-16,53,24 HOUR,88101
3198,1999-08-16,53,24 HOUR,88101
3199,1999-08-16,53,24 HOUR,88101
3200,1999-08-19,53,24 HOUR,88101
3201,1999-08-19,53,24 HOUR,88101
3202,1999-08-19,53,24 HOUR,88101
3203,1999-08-19,53,24 HOUR,88101
3204,1999-08-19,53,24 HOUR,88101
3205,1999-08-19,53,24 HOUR,88101
3206,1999-08-22,61,24 HOUR,88101
3207,1999-08-22,61,24 HOUR,88101
3208,1999-08-22,61,24 HOUR,88101
3209,1999-08-22,61,24 HOUR,88101
3210,1999-08-22,61,24 HOUR,88101
3211,1999-08-22,61,24 HOUR,88101
3212,1999-08-25,74,24 HOUR,88101
3213,1999-08-25,74,24 HOUR,88101
3214,1999-08-25,74,24 HOUR,88101
3215,1999-08-25,74,24 HOUR,88101
3216,1999-08-25,74,24 HOUR,88101
3217,1999-08-25,74,24 HOUR,88101
3218,1999-08-28,61,24 HOUR,88101
3219,1999-08-28,61,24 HOUR,88101
