,Date,AQI,Sample_Duration,Pollutant_Type
26842,2016-11-11,77,24 HOUR,88101
26843,2016-11-11,77,24 HOUR,88101
26844,2016-11-11,77,24 HOUR,88101
26845,2016-11-11,77,24 HOUR,88101
26846,2016-11-14,100,24 HOUR,88101
26847,2016-11-14,100,24 HOUR,88101
26848,2016-11-14,100,24 HOUR,88101
26849,2016-11-14,100,24 HOUR,88101
26850,2016-11-14,100,24 HOUR,88101
26851,2016-11-14,100,24 HOUR,88101
26852,2016-11-17,55,24 HOUR,88101
26853,2016-11-17,55,24 HOUR,88101
26854,2016-11-17,55,24 HOUR,88101
26855,2016-11-17,55,24 HOUR,88101
26856,2016-11-17,55,24 HOUR,88101
26857,2016-11-17,55,24 HOUR,88101
26858,2016-11-20,52,24 HOUR,88101
26859,2016-11-20,52,24 HOUR,88101
26860,2016-11-20,52,24 HOUR,88101
26861,2016-11-20,52,24 HOUR,88101
26862,2016-11-20,52,24 HOUR,88101
26863,2016-11-20,52,24 HOUR,88101
26864,2016-11-23,61,24 HOUR,88101
26865,2016-11-23,61,24 HOUR,88101
26866,2016-11-23,61,24 HOUR,88101
26867,2016-11-23,61,24 HOUR,88101
26868,2016-11-23,61,24 HOUR,88101
26869,2016-11-23,61,24 HOUR,88101
26870,2016-11-26,48,24 HOUR,88101
26871,2016-11-26,48,24 HOUR,88101
26872,2016-11-26,48,24 HOUR,88101
26873,2016-11-26,48,24 HOUR,88101
26874,2016-11-26,48,24 HOUR,88101
26875,2016-11-26,48,24 HOUR,88101
26876,2016-11-29,71,24 HOUR,88101
26877,2016-11-29,71,24 HOUR,88101
26878,2016-11-29,71,24 HOUR,88101
26879,2016-11-29,71,24 HOUR,88101
26880,2016-11-29,71,24 HOUR,88101
26881,2016-11-29,71,24 HOUR,88101
26882,2016-12-02,95,24 HOUR,88101
26883,2016-12-02,95,24 HOUR,88101
26884,2016-12-02,95,24 HOUR,88101
26885,2016-12-02,95,24 HOUR,88101
26886,2016-12-02,95,24 HOUR,88101
26887,2016-12-02,95,24 HOUR,88101
26888,2016-12-05,94,24 HOUR,88101
26889,2016-12-05,94,24 HOUR,88101
26890,2016-12-05,94,24 HOUR,88101
26891,2016-12-05,94,24 HOUR,88101
26892,2016-12-05,94,24 HOUR,88101
26893,2016-12-05,94,24 HOUR,88101
26894,2016-12-13,60,24 HOUR,88101
26895,2016-12-13,60,24 HOUR,88101
26896,2016-12-13,60,24 HOUR,88101
26897,2016-12-13,60,24 HOUR,88101
26898,2016-12-13,60,24 HOUR,88101
26899,2016-12-13,60,24 HOUR,88101
26900,2016-12-14,79,24 HOUR,88101
26901,2016-12-14,79,24 HOUR,88101
26902,2016-12-14,79,24 HOUR,88101
26903,2016-12-14,79,24 HOUR,88101
26904,2016-12-14,79,24 HOUR,88101
26905,2016-12-14,79,24 HOUR,88101
26906,2016-12-15,40,24 HOUR,88101
26907,2016-12-15,40,24 HOUR,88101
26908,2016-12-15,40,24 HOUR,88101
26909,2016-12-15,40,24 HOUR,88101
26910,2016-12-15,40,24 HOUR,88101
26911,2016-12-15,40,24 HOUR,88101
26912,2016-12-17,56,24 HOUR,88101
26913,2016-12-17,56,24 HOUR,88101
26914,2016-12-17,56,24 HOUR,88101
26915,2016-12-17,56,24 HOUR,88101
26916,2016-12-17,56,24 HOUR,88101
26917,2016-12-17,56,24 HOUR,88101
26918,2016-12-20,114,24 HOUR,88101
26919,2016-12-20,114,24 HOUR,88101
26920,2016-12-20,114,24 HOUR,88101
26921,2016-12-20,114,24 HOUR,88101
26922,2016-12-20,114,24 HOUR,88101
26923,2016-12-20,114,24 HOUR,88101
26924,2016-12-23,67,24 HOUR,88101
26925,2016-12-23,67,24 HOUR,88101
26926,2016-12-23,67,24 HOUR,88101
26927,2016-12-23,67,24 HOUR,88101
26928,2016-12-23,67,24 HOUR,88101
26929,2016-12-23,67,24 HOUR,88101
26930,2016-12-26,59,24 HOUR,88101
26931,2016-12-26,59,24 HOUR,88101
26932,2016-12-26,59,24 HOUR,88101
26933,2016-12-26,59,24 HOUR,88101
26934,2016-12-26,59,24 HOUR,88101
26935,2016-12-26,59,24 HOUR,88101
26936,2016-12-29,110,24 HOUR,88101
26937,2016-12-29,110,24 HOUR,88101
26938,2016-12-29,110,24 HOUR,88101
26939,2016-12-29,110,24 HOUR,88101
26940,2016-12-29,110,24 HOUR,88101
26941,2016-12-29,110,24 HOUR,88101
26942,2016-01-01,101,24-HR BLK AVG,88502
26943,2016-01-01,115,24 HOUR,88502
26944,2016-01-02,116,24-HR BLK AVG,88502
26945,2016-01-03,77,24-HR BLK AVG,88502
26946,2016-01-04,71,24-HR BLK AVG,88502
26947,2016-01-05,31,24-HR BLK AVG,88502
26948,2016-01-06,14,24-HR BLK AVG,88502
26949,2016-01-07,27,24-HR BLK AVG,88502
26950,2016-01-07,26,24 HOUR,88502
26951,2016-01-08,57,24-HR BLK AVG,88502
26952,2016-01-09,35,24-HR BLK AVG,88502
26953,2016-01-10,52,24-HR BLK AVG,88502
26954,2016-01-11,54,24-HR BLK AVG,88502
26955,2016-01-12,64,24-HR BLK AVG,88502
26956,2016-01-13,54,24-HR BLK AVG,88502
26957,2016-01-13,57,24 HOUR,88502
26958,2016-01-14,56,24-HR BLK AVG,88502
26959,2016-01-15,51,24-HR BLK AVG,88502
26960,2016-01-16,56,24-HR BLK AVG,88502
26961,2016-01-17,42,24-HR BLK AVG,88502
26962,2016-01-18,22,24-HR BLK AVG,88502
26963,2016-01-19,15,24-HR BLK AVG,88502
26964,2016-01-19,18,24 HOUR,88502
26965,2016-01-20,24,24-HR BLK AVG,88502
26966,2016-01-21,44,24-HR BLK AVG,88502
26967,2016-01-22,30,24-HR BLK AVG,88502
26968,2016-01-23,26,24-HR BLK AVG,88502
26969,2016-01-24,46,24-HR BLK AVG,88502
26970,2016-01-25,53,24-HR BLK AVG,88502
26971,2016-01-25,53,24 HOUR,88502
26972,2016-01-26,51,24-HR BLK AVG,88502
26973,2016-01-27,69,24-HR BLK AVG,88502
26974,2016-01-28,86,24-HR BLK AVG,88502
26975,2016-01-29,81,24-HR BLK AVG,88502
26976,2016-01-30,54,24-HR BLK AVG,88502
26977,2016-01-31,18,24-HR BLK AVG,88502
26978,2016-01-31,21,24 HOUR,88502
26979,2016-02-01,21,24-HR BLK AVG,88502
26980,2016-02-02,38,24-HR BLK AVG,88502
26981,2016-02-03,41,24-HR BLK AVG,88502
26982,2016-02-04,64,24-HR BLK AVG,88502
26983,2016-02-05,68,24-HR BLK AVG,88502
26984,2016-02-06,79,24-HR BLK AVG,88502
26985,2016-02-06,91,24 HOUR,88502
26986,2016-02-07,86,24-HR BLK AVG,88502
26987,2016-02-08,78,24-HR BLK AVG,88502
26988,2016-02-09,42,24-HR BLK AVG,88502
26989,2016-02-10,71,24-HR BLK AVG,88502
26990,2016-02-11,83,24-HR BLK AVG,88502
26991,2016-02-12,81,24-HR BLK AVG,88502
26992,2016-02-12,92,24 HOUR,88502
26993,2016-02-13,99,24-HR BLK AVG,88502
26994,2016-02-14,116,24-HR BLK AVG,88502
26995,2016-02-15,88,24-HR BLK AVG,88502
26996,2016-02-16,84,24-HR BLK AVG,88502
26997,2016-02-17,24,24-HR BLK AVG,88502
26998,2016-02-18,19,24-HR BLK AVG,88502
26999,2016-02-18,20,24 HOUR,88502
27000,2016-02-19,45,24-HR BLK AVG,88502
27001,2016-02-20,64,24-HR BLK AVG,88502
27002,2016-02-21,77,24-HR BLK AVG,88502
27003,2016-02-22,60,24-HR BLK AVG,88502
27004,2016-02-23,76,24-HR BLK AVG,88502
27005,2016-02-24,60,24-HR BLK AVG,88502
27006,2016-02-24,68,24 HOUR,88502
27007,2016-02-25,63,24-HR BLK AVG,88502
27008,2016-02-26,61,24-HR BLK AVG,88502
27009,2016-02-27,59,24-HR BLK AVG,88502
27010,2016-02-28,62,24-HR BLK AVG,88502
27011,2016-02-29,61,24-HR BLK AVG,88502
27012,2016-03-01,63,24-HR BLK AVG,88502
27013,2016-03-01,69,24 HOUR,88502
27014,2016-03-02,66,24-HR BLK AVG,88502
27015,2016-03-03,59,24-HR BLK AVG,88502
27016,2016-03-04,71,24-HR BLK AVG,88502
27017,2016-03-05,31,24-HR BLK AVG,88502
27018,2016-03-06,23,24-HR BLK AVG,88502
27019,2016-03-07,8,24-HR BLK AVG,88502
27020,2016-03-08,31,24-HR BLK AVG,88502
27021,2016-03-09,56,24-HR BLK AVG,88502
27022,2016-03-10,33,24-HR BLK AVG,88502
27023,2016-03-11,18,24-HR BLK AVG,88502
27024,2016-03-12,23,24-HR BLK AVG,88502
27025,2016-03-13,22,24 HOUR,88502
27026,2016-03-15,35,24-HR BLK AVG,88502
27027,2016-03-16,42,24-HR BLK AVG,88502
27028,2016-03-17,66,24-HR BLK AVG,88502
27029,2016-03-18,57,24-HR BLK AVG,88502
27030,2016-03-19,56,24-HR BLK AVG,88502
27031,2016-03-19,59,24 HOUR,88502
27032,2016-03-20,57,24-HR BLK AVG,88502
27033,2016-03-21,17,24-HR BLK AVG,88502
27034,2016-03-22,15,24-HR BLK AVG,88502
27035,2016-03-22,22,24 HOUR,88502
27036,2016-03-23,34,24-HR BLK AVG,88502
27037,2016-03-24,42,24-HR BLK AVG,88502
27038,2016-03-25,44,24-HR BLK AVG,88502
27039,2016-03-25,51,24 HOUR,88502
27040,2016-03-26,40,24-HR BLK AVG,88502
27041,2016-03-27,41,24-HR BLK AVG,88502
27042,2016-03-28,18,24-HR BLK AVG,88502
27043,2016-03-29,20,24-HR BLK AVG,88502
27044,2016-03-30,25,24-HR BLK AVG,88502
27045,2016-03-31,40,24-HR BLK AVG,88502
27046,2016-03-31,41,24 HOUR,88502
27047,2016-04-01,53,24-HR BLK AVG,88502
27048,2016-04-02,53,24-HR BLK AVG,88502
27049,2016-04-03,56,24-HR BLK AVG,88502
27050,2016-04-04,37,24-HR BLK AVG,88502
27051,2016-04-05,51,24-HR BLK AVG,88502
27052,2016-04-06,74,24-HR BLK AVG,88502
27053,2016-04-06,75,24 HOUR,88502
27054,2016-04-07,64,24-HR BLK AVG,88502
27055,2016-04-08,38,24-HR BLK AVG,88502
27056,2016-04-09,12,24-HR BLK AVG,88502
27057,2016-04-10,16,24-HR BLK AVG,88502
27058,2016-04-11,29,24-HR BLK AVG,88502
27059,2016-04-12,48,24-HR BLK AVG,88502
27060,2016-04-12,48,24 HOUR,88502
27061,2016-04-13,40,24-HR BLK AVG,88502
27062,2016-04-14,28,24-HR BLK AVG,88502
27063,2016-04-15,27,24-HR BLK AVG,88502
27064,2016-04-16,38,24-HR BLK AVG,88502
27065,2016-04-17,35,24-HR BLK AVG,88502
27066,2016-04-18,35,24-HR BLK AVG,88502
27067,2016-04-18,36,24 HOUR,88502
27068,2016-04-19,43,24-HR BLK AVG,88502
27069,2016-04-20,34,24-HR BLK AVG,88502
27070,2016-04-21,30,24-HR BLK AVG,88502
27071,2016-04-22,16,24-HR BLK AVG,88502
27072,2016-04-23,16,24-HR BLK AVG,88502
27073,2016-04-24,28,24-HR BLK AVG,88502
27074,2016-04-24,27,24 HOUR,88502
27075,2016-04-25,20,24-HR BLK AVG,88502
27076,2016-04-26,26,24-HR BLK AVG,88502
27077,2016-04-27,25,24-HR BLK AVG,88502
27078,2016-04-28,34,24-HR BLK AVG,88502
27079,2016-04-29,41,24-HR BLK AVG,88502
27080,2016-04-30,34,24-HR BLK AVG,88502
27081,2016-04-30,37,24 HOUR,88502
27082,2016-05-01,31,24-HR BLK AVG,88502
27083,2016-05-02,32,24-HR BLK AVG,88502
27084,2016-05-03,32,24-HR BLK AVG,88502
27085,2016-05-04,48,24-HR BLK AVG,88502
27086,2016-05-05,29,24-HR BLK AVG,88502
27087,2016-05-06,20,24-HR BLK AVG,88502
27088,2016-05-06,16,24 HOUR,88502
27089,2016-05-07,33,24-HR BLK AVG,88502
27090,2016-05-08,35,24-HR BLK AVG,88502
27091,2016-05-09,34,24-HR BLK AVG,88502
27092,2016-05-10,45,24-HR BLK AVG,88502
27093,2016-05-11,55,24-HR BLK AVG,88502
27094,2016-05-12,57,24-HR BLK AVG,88502
27095,2016-05-12,54,24 HOUR,88502
27096,2016-05-13,58,24-HR BLK AVG,88502
27097,2016-05-14,25,24-HR BLK AVG,88502
27098,2016-05-15,11,24-HR BLK AVG,88502
27099,2016-05-16,21,24-HR BLK AVG,88502
27100,2016-05-17,25,24-HR BLK AVG,88502
27101,2016-05-18,37,24-HR BLK AVG,88502
27102,2016-05-18,15,24 HOUR,88502
27103,2016-05-19,36,24-HR BLK AVG,88502
27104,2016-05-20,35,24-HR BLK AVG,88502
27105,2016-05-21,18,24-HR BLK AVG,88502
27106,2016-05-22,17,24-HR BLK AVG,88502
27107,2016-05-23,23,24-HR BLK AVG,88502
27108,2016-05-24,15,24-HR BLK AVG,88502
27109,2016-05-24,21,24 HOUR,88502
27110,2016-05-25,26,24-HR BLK AVG,88502
27111,2016-05-26,28,24-HR BLK AVG,88502
27112,2016-05-27,48,24-HR BLK AVG,88502
27113,2016-05-28,41,24-HR BLK AVG,88502
27114,2016-05-29,46,24-HR BLK AVG,88502
27115,2016-05-30,49,24-HR BLK AVG,88502
27116,2016-05-30,52,24 HOUR,88502
27117,2016-05-31,40,24-HR BLK AVG,88502
27118,2016-06-01,51,24-HR BLK AVG,88502
27119,2016-06-02,50,24-HR BLK AVG,88502
27120,2016-06-03,56,24-HR BLK AVG,88502
27121,2016-06-04,60,24-HR BLK AVG,88502
27122,2016-06-05,55,24-HR BLK AVG,88502
27123,2016-06-05,53,24 HOUR,88502
27124,2016-06-06,53,24-HR BLK AVG,88502
27125,2016-06-07,51,24-HR BLK AVG,88502
27126,2016-06-08,50,24-HR BLK AVG,88502
27127,2016-06-09,37,24-HR BLK AVG,88502
27128,2016-06-10,31,24-HR BLK AVG,88502
27129,2016-06-11,35,24-HR BLK AVG,88502
27130,2016-06-11,34,24 HOUR,88502
27131,2016-06-12,36,24-HR BLK AVG,88502
27132,2016-06-13,40,24-HR BLK AVG,88502
27133,2016-06-16,36,24-HR BLK AVG,88502
27134,2016-06-17,49,24-HR BLK AVG,88502
27135,2016-06-17,35,24 HOUR,88502
27136,2016-06-18,38,24-HR BLK AVG,88502
27137,2016-06-19,49,24-HR BLK AVG,88502
27138,2016-06-20,47,24-HR BLK AVG,88502
27139,2016-06-21,58,24-HR BLK AVG,88502
27140,2016-06-22,56,24-HR BLK AVG,88502
27141,2016-06-23,42,24-HR BLK AVG,88502
27142,2016-06-23,35,24 HOUR,88502
27143,2016-06-24,33,24-HR BLK AVG,88502
27144,2016-06-25,57,24-HR BLK AVG,88502
27145,2016-06-26,60,24-HR BLK AVG,88502
27146,2016-06-27,62,24-HR BLK AVG,88502
27147,2016-06-28,63,24-HR BLK AVG,88502
27148,2016-06-29,52,24-HR BLK AVG,88502
27149,2016-06-29,43,24 HOUR,88502
27150,2016-06-30,56,24-HR BLK AVG,88502
27151,2016-07-01,64,24-HR BLK AVG,88502
27152,2016-07-02,63,24-HR BLK AVG,88502
27153,2016-07-03,58,24-HR BLK AVG,88502
27154,2016-07-04,83,24-HR BLK AVG,88502
27155,2016-07-05,62,24-HR BLK AVG,88502
27156,2016-07-05,53,24 HOUR,88502
27157,2016-07-06,56,24-HR BLK AVG,88502
27158,2016-07-07,45,24-HR BLK AVG,88502
27159,2016-07-08,48,24-HR BLK AVG,88502
27160,2016-07-09,38,24-HR BLK AVG,88502
27161,2016-07-10,40,24-HR BLK AVG,88502
27162,2016-07-11,45,24-HR BLK AVG,88502
27163,2016-07-11,30,24 HOUR,88502
27164,2016-07-12,53,24-HR BLK AVG,88502
27165,2016-07-13,54,24-HR BLK AVG,88502
27166,2016-07-14,63,24-HR BLK AVG,88502
27167,2016-07-15,63,24-HR BLK AVG,88502
27168,2016-07-16,58,24-HR BLK AVG,88502
27169,2016-07-17,48,24-HR BLK AVG,88502
27170,2016-07-17,35,24 HOUR,88502
27171,2016-07-18,44,24-HR BLK AVG,88502
27172,2016-07-19,54,24-HR BLK AVG,88502
27173,2016-07-20,56,24-HR BLK AVG,88502
27174,2016-07-21,54,24-HR BLK AVG,88502
27175,2016-07-22,57,24-HR BLK AVG,88502
27176,2016-07-23,60,24-HR BLK AVG,88502
27177,2016-07-23,43,24 HOUR,88502
27178,2016-07-24,60,24-HR BLK AVG,88502
27179,2016-07-25,66,24-HR BLK AVG,88502
27180,2016-07-26,77,24-HR BLK AVG,88502
27181,2016-07-27,86,24-HR BLK AVG,88502
27182,2016-07-28,80,24-HR BLK AVG,88502
27183,2016-07-29,57,24 HOUR,88502
27184,2016-08-02,74,24-HR BLK AVG,88502
27185,2016-08-03,58,24-HR BLK AVG,88502
27186,2016-08-04,59,24-HR BLK AVG,88502
27187,2016-08-04,54,24 HOUR,88502
27188,2016-08-05,64,24-HR BLK AVG,88502
27189,2016-08-06,63,24-HR BLK AVG,88502
27190,2016-08-07,45,24-HR BLK AVG,88502
27191,2016-08-08,54,24-HR BLK AVG,88502
27192,2016-08-09,56,24-HR BLK AVG,88502
27193,2016-08-10,61,24-HR BLK AVG,88502
27194,2016-08-10,56,24 HOUR,88502
27195,2016-08-11,56,24-HR BLK AVG,88502
27196,2016-08-12,65,24-HR BLK AVG,88502
27197,2016-08-13,62,24-HR BLK AVG,88502
27198,2016-08-14,56,24-HR BLK AVG,88502
27199,2016-08-15,52,24-HR BLK AVG,88502
27200,2016-08-16,67,24-HR BLK AVG,88502
27201,2016-08-16,64,24 HOUR,88502
27202,2016-08-17,69,24-HR BLK AVG,88502
27203,2016-08-19,70,24-HR BLK AVG,88502
27204,2016-08-20,77,24-HR BLK AVG,88502
27205,2016-08-21,70,24-HR BLK AVG,88502
27206,2016-08-22,55,24-HR BLK AVG,88502
27207,2016-08-22,52,24 HOUR,88502
27208,2016-08-23,55,24-HR BLK AVG,88502
27209,2016-08-24,53,24-HR BLK AVG,88502
27210,2016-08-25,49,24-HR BLK AVG,88502
27211,2016-08-26,56,24-HR BLK AVG,88502
27212,2016-08-27,52,24-HR BLK AVG,88502
27213,2016-08-28,58,24-HR BLK AVG,88502
27214,2016-08-28,52,24 HOUR,88502
27215,2016-08-29,68,24-HR BLK AVG,88502
27216,2016-08-30,59,24-HR BLK AVG,88502
27217,2016-08-31,43,24-HR BLK AVG,88502
27218,2016-09-01,43,24-HR BLK AVG,88502
27219,2016-09-02,50,24-HR BLK AVG,88502
27220,2016-09-03,44,24-HR BLK AVG,88502
27221,2016-09-03,40,24 HOUR,88502
27222,2016-09-04,36,24-HR BLK AVG,88502
27223,2016-09-05,50,24-HR BLK AVG,88502
27224,2016-09-06,59,24-HR BLK AVG,88502
27225,2016-09-07,67,24-HR BLK AVG,88502
27226,2016-09-08,64,24-HR BLK AVG,88502
27227,2016-09-09,72,24-HR BLK AVG,88502
27228,2016-09-10,71,24-HR BLK AVG,88502
27229,2016-09-11,59,24-HR BLK AVG,88502
27230,2016-09-12,59,24-HR BLK AVG,88502
27231,2016-09-13,39,24-HR BLK AVG,88502
27232,2016-09-14,42,24-HR BLK AVG,88502
27233,2016-09-15,54,24-HR BLK AVG,88502
27234,2016-09-16,64,24-HR BLK AVG,88502
27235,2016-09-17,56,24-HR BLK AVG,88502
27236,2016-09-18,39,24-HR BLK AVG,88502
27237,2016-09-18,51,24 HOUR,88502
27238,2016-09-19,79,24-HR BLK AVG,88502
27239,2016-09-20,84,24-HR BLK AVG,88502
27240,2016-09-21,56,24-HR BLK AVG,88502
27241,2016-09-21,58,24 HOUR,88502
27242,2016-09-22,20,24-HR BLK AVG,88502
27243,2016-09-23,57,24-HR BLK AVG,88502
27244,2016-09-24,54,24-HR BLK AVG,88502
27245,2016-09-25,33,24-HR BLK AVG,88502
27246,2016-09-26,33,24-HR BLK AVG,88502
27247,2016-09-27,57,24-HR BLK AVG,88502
27248,2016-09-27,55,24 HOUR,88502
27249,2016-09-28,52,24-HR BLK AVG,88502
27250,2016-10-01,34,24-HR BLK AVG,88502
27251,2016-10-02,31,24-HR BLK AVG,88502
27252,2016-10-03,27,24-HR BLK AVG,88502
27253,2016-10-03,21,24 HOUR,88502
27254,2016-10-04,26,24-HR BLK AVG,88502
27255,2016-10-05,34,24-HR BLK AVG,88502
27256,2016-10-06,45,24-HR BLK AVG,88502
27257,2016-10-07,56,24-HR BLK AVG,88502
27258,2016-10-08,58,24-HR BLK AVG,88502
27259,2016-10-09,45,24-HR BLK AVG,88502
27260,2016-10-09,47,24 HOUR,88502
27261,2016-10-10,35,24-HR BLK AVG,88502
27262,2016-10-14,51,24-HR BLK AVG,88502
27263,2016-10-15,19,24-HR BLK AVG,88502
27264,2016-10-15,10,24 HOUR,88502
27265,2016-10-16,19,24-HR BLK AVG,88502
27266,2016-10-17,25,24-HR BLK AVG,88502
27267,2016-10-18,40,24-HR BLK AVG,88502
27268,2016-10-19,51,24-HR BLK AVG,88502
27269,2016-10-20,62,24-HR BLK AVG,88502
27270,2016-10-21,71,24-HR BLK AVG,88502
27271,2016-10-21,67,24 HOUR,88502
27272,2016-10-22,72,24-HR BLK AVG,88502
27273,2016-10-23,63,24-HR BLK AVG,88502
27274,2016-10-24,41,24-HR BLK AVG,88502
27275,2016-10-25,47,24-HR BLK AVG,88502
27276,2016-10-26,46,24-HR BLK AVG,88502
27277,2016-10-27,55,24-HR BLK AVG,88502
27278,2016-10-27,51,24 HOUR,88502
27279,2016-10-28,63,24-HR BLK AVG,88502
27280,2016-10-29,60,24-HR BLK AVG,88502
27281,2016-10-30,53,24-HR BLK AVG,88502
27282,2016-10-31,49,24-HR BLK AVG,88502
27283,2016-11-01,56,24-HR BLK AVG,88502
27284,2016-11-02,70,24-HR BLK AVG,88502
27285,2016-11-02,70,24 HOUR,88502
27286,2016-11-03,98,24-HR BLK AVG,88502
27287,2016-11-04,111,24-HR BLK AVG,88502
27288,2016-11-05,119,24-HR BLK AVG,88502
27289,2016-11-06,139,24-HR BLK AVG,88502
27290,2016-11-07,120,24-HR BLK AVG,88502
27291,2016-11-08,113,24-HR BLK AVG,88502
27292,2016-11-08,104,24 HOUR,88502
27293,2016-11-09,134,24-HR BLK AVG,88502
27294,2016-11-10,132,24-HR BLK AVG,88502
27295,2016-11-11,88,24-HR BLK AVG,88502
27296,2016-11-12,119,24-HR BLK AVG,88502
27297,2016-11-13,124,24-HR BLK AVG,88502
27298,2016-11-14,106,24-HR BLK AVG,88502
27299,2016-11-14,101,24 HOUR,88502
27300,2016-11-15,117,24-HR BLK AVG,88502
27301,2016-11-16,51,24-HR BLK AVG,88502
27302,2016-11-17,58,24-HR BLK AVG,88502
27303,2016-11-18,67,24-HR BLK AVG,88502
27304,2016-11-19,76,24-HR BLK AVG,88502
27305,2016-11-20,55,24-HR BLK AVG,88502
27306,2016-11-20,54,24 HOUR,88502
27307,2016-11-21,50,24-HR BLK AVG,88502
27308,2016-11-22,70,24-HR BLK AVG,88502
27309,2016-11-23,66,24-HR BLK AVG,88502
27310,2016-11-24,78,24-HR BLK AVG,88502
27311,2016-11-25,87,24-HR BLK AVG,88502
27312,2016-11-26,52,24-HR BLK AVG,88502
27313,2016-11-26,43,24 HOUR,88502
27314,2016-11-27,36,24-HR BLK AVG,88502
27315,2016-11-28,47,24-HR BLK AVG,88502
27316,2016-11-29,59,24-HR BLK AVG,88502
27317,2016-11-30,90,24-HR BLK AVG,88502
27318,2016-12-01,97,24-HR BLK AVG,88502
27319,2016-12-02,90,24-HR BLK AVG,88502
27320,2016-12-02,91,24 HOUR,88502
27321,2016-12-03,97,24-HR BLK AVG,88502
27322,2016-12-04,89,24-HR BLK AVG,88502
27323,2016-12-05,91,24-HR BLK AVG,88502
27324,2016-12-06,99,24-HR BLK AVG,88502
27325,2016-12-07,87,24-HR BLK AVG,88502
27326,2016-12-08,57,24-HR BLK AVG,88502
27327,2016-12-08,42,24 HOUR,88502
27328,2016-12-09,49,24-HR BLK AVG,88502
27329,2016-12-10,54,24-HR BLK AVG,88502
27330,2016-12-11,40,24-HR BLK AVG,88502
27331,2016-12-12,59,24-HR BLK AVG,88502
27332,2016-12-13,78,24-HR BLK AVG,88502
27333,2016-12-14,60,24-HR BLK AVG,88502
27334,2016-12-14,62,24 HOUR,88502
27335,2016-12-15,55,24-HR BLK AVG,88502
27336,2016-12-16,16,24-HR BLK AVG,88502
27337,2016-12-17,54,24-HR BLK AVG,88502
27338,2016-12-18,96,24-HR BLK AVG,88502
27339,2016-12-19,97,24-HR BLK AVG,88502
27340,2016-12-20,111,24-HR BLK AVG,88502
27341,2016-12-20,120,24 HOUR,88502
27342,2016-12-21,135,24-HR BLK AVG,88502
27343,2016-12-22,138,24-HR BLK AVG,88502
27344,2016-12-23,64,24-HR BLK AVG,88502
27345,2016-12-24,33,24-HR BLK AVG,88502
27346,2016-12-25,60,24-HR BLK AVG,88502
27347,2016-12-26,58,24 HOUR,88502
27348,2016-12-28,79,24-HR BLK AVG,88502
27349,2016-12-29,108,24-HR BLK AVG,88502
27350,2016-12-30,146,24-HR BLK AVG,88502
27351,2016-12-31,39,24-HR BLK AVG,88502
27352,2016-01-01,93,24-HR BLK AVG,88502
27353,2016-01-02,115,24-HR BLK AVG,88502
27354,2016-01-03,59,24-HR BLK AVG,88502
27355,2016-01-04,63,24-HR BLK AVG,88502
27356,2016-01-05,13,24-HR BLK AVG,88502
27357,2016-01-06,1,24-HR BLK AVG,88502
27358,2016-01-07,12,24-HR BLK AVG,88502
27359,2016-01-08,58,24-HR BLK AVG,88502
27360,2016-01-09,42,24-HR BLK AVG,88502
27361,2016-01-10,17,24-HR BLK AVG,88502
27362,2016-01-11,48,24-HR BLK AVG,88502
27363,2016-01-12,66,24-HR BLK AVG,88502
27364,2016-01-13,24,24-HR BLK AVG,88502
27365,2016-01-14,52,24-HR BLK AVG,88502
27366,2016-01-15,28,24-HR BLK AVG,88502
27367,2016-01-16,20,24-HR BLK AVG,88502
27368,2016-01-17,35,24-HR BLK AVG,88502
27369,2016-01-18,20,24-HR BLK AVG,88502
27370,2016-01-19,2,24-HR BLK AVG,88502
27371,2016-01-20,15,24-HR BLK AVG,88502
27372,2016-01-21,35,24-HR BLK AVG,88502
27373,2016-01-22,23,24-HR BLK AVG,88502
27374,2016-01-23,30,24-HR BLK AVG,88502
27375,2016-01-24,24,24-HR BLK AVG,88502
27376,2016-01-25,27,24-HR BLK AVG,88502
27377,2016-01-26,32,24-HR BLK AVG,88502
27378,2016-01-27,57,24-HR BLK AVG,88502
27379,2016-01-28,81,24-HR BLK AVG,88502
27380,2016-01-29,76,24-HR BLK AVG,88502
27381,2016-01-30,53,24-HR BLK AVG,88502
27382,2016-01-31,13,24-HR BLK AVG,88502
27383,2016-02-01,13,24-HR BLK AVG,88502
27384,2016-02-02,28,24-HR BLK AVG,88502
27385,2016-02-03,33,24-HR BLK AVG,88502
27386,2016-02-04,53,24-HR BLK AVG,88502
27387,2016-02-05,58,24-HR BLK AVG,88502
27388,2016-02-06,71,24-HR BLK AVG,88502
27389,2016-02-07,84,24-HR BLK AVG,88502
27390,2016-02-08,59,24-HR BLK AVG,88502
27391,2016-02-09,24,24-HR BLK AVG,88502
27392,2016-02-10,57,24-HR BLK AVG,88502
27393,2016-02-11,77,24-HR BLK AVG,88502
27394,2016-02-12,85,24-HR BLK AVG,88502
27395,2016-02-13,114,24-HR BLK AVG,88502
27396,2016-02-14,98,24-HR BLK AVG,88502
27397,2016-02-15,83,24-HR BLK AVG,88502
27398,2016-02-16,71,24-HR BLK AVG,88502
27399,2016-02-17,16,24-HR BLK AVG,88502
27400,2016-02-18,15,24-HR BLK AVG,88502
27401,2016-02-19,24,24-HR BLK AVG,88502
27402,2016-02-20,45,24-HR BLK AVG,88502
27403,2016-02-21,69,24-HR BLK AVG,88502
